芠代丁,代溃,キ溃,放,臩翴放,癸访,硉,,程皚,程皚,秖,计,ら酚计,ぱら甮秖,ǎ,档絬计,羆冻秖
2011-07-23-09,1006.5,1007.2,31.5,25.6,71,1.5,280,6.6,300,0.0,0.0,1.0,1.68,13.0,3,2.0
2011-07-23-10,1006.5,1007.2,33.3,25.1,62,2.3,290,7.1,310,0.0,0.0,1.0,2.23,N/A,6,3.0
2011-07-23-11,1006.2,1006.9,34.3,25.0,59,1.5,260,7.3,280,0.0,0.0,1.0,2.97,20.0,8,1.0
2011-07-23-12,1005.5,1006.2,35.7,25.5,56,1.1,290,6.4,290,0.0,0.0,1.0,2.83,N/A,9,2.0
2011-07-23-13,1004.9,1005.6,35.5,24.9,54,0.9,310,4.8,310,0.0,0.0,1.0,2.40,N/A,8,3.0
2011-07-23-14,1004.3,1005.0,36.7,24.9,51,1.5,340,5.8,320,0.0,0.0,0.9,2.37,20.0,8,3.0
2011-07-23-15,1004.1,1004.8,35.7,25.3,55,2.5,360,7.5,340,0.0,0.0,1.0,2.19,N/A,5,3.0
2011-07-23-16,1004.1,1004.8,35.0,25.4,58,2.3,360,6.9,360,0.0,0.0,0.9,1.61,N/A,3,3.0
2011-07-23-17,1004.1,1004.8,33.9,24.4,58,1.5,320,7.4,360,0.0,0.0,0.8,1.17,20.0,1,3.0
2011-07-23-18,1004.4,1005.1,33.0,23.9,59,0.8,340,6.3,340,0.0,0.0,0.9,0.47,N/A,0,N/A
2011-07-23-19,1004.9,1005.6,32.3,23.5,60,2.0,40,5.0,360,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-23-20,1005.5,1006.2,30.7,23.8,67,2.0,80,6.2,100,0.0,0.0,N/A,0.00,15.0,0,3.0
2011-07-23-21,1006.0,1006.7,30.6,23.9,68,1.4,130,3.4,80,0.0,0.0,N/A,0.00,15.0,0,2.0
2011-07-23-22,1006.5,1007.2,30.2,24.3,71,1.0,160,3.4,180,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-23-23,1006.8,1007.5,30.1,24.3,71,0.3,210,3.2,170,0.0,0.0,N/A,0.00,15.0,0,0.0
2011-07-23-24,1006.8,1007.5,29.6,23.4,69,0.3,20,2.8,10,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-24-01,1006.7,1007.4,29.3,23.4,71,0.9,40,2.5,10,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-24-02,1006.3,1007.0,28.8,23.7,74,0.1,0,2.5,10,0.0,0.0,N/A,0.00,15.0,0,3.0
2011-07-24-03,1005.9,1006.6,28.8,24.0,75,1.3,150,2.3,180,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-24-04,1005.4,1006.1,28.3,23.5,75,1.3,170,3.0,170,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-24-05,1005.7,1006.4,27.8,23.2,76,0.0,0,2.7,170,0.0,0.0,N/A,0.00,12.0,0,3.0
2011-07-24-06,1006.6,1007.3,28.1,23.5,76,1.0,250,2.2,180,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-24-07,1007.2,1007.9,28.8,24.2,76,1.3,280,3.2,290,0.0,0.0,0.0,0.02,N/A,0,N/A
2011-07-24-08,1007.1,1007.8,29.8,25.1,76,1.3,280,5.0,280,0.0,0.0,0.2,0.57,13.0,1,8.0
2011-07-24-09,1006.7,1007.4,31.3,25.7,72,1.3,230,4.6,210,0.0,0.0,0.9,1.61,13.0,3,4.0
2011-07-24-10,1006.4,1007.1,33.6,25.2,62,1.2,290,5.3,210,0.0,0.0,1.0,2.45,N/A,6,2.0
2011-07-24-11,1005.8,1006.5,35.4,25.1,55,0.6,310,4.8,290,0.0,0.0,1.0,3.00,15.0,8,7.0
2011-07-24-12,1005.4,1006.1,36.7,24.3,49,0.7,60,4.3,280,0.0,0.0,1.0,3.03,N/A,9,6.0
2011-07-24-13,1004.8,1005.5,37.2,25.0,50,0.7,330,4.0,300,0.0,0.0,1.0,2.49,N/A,9,7.0
2011-07-24-14,1004.5,1005.2,36.4,25.2,53,1.4,320,6.7,350,0.0,0.0,1.0,2.37,16.0,7,7.0
2011-07-24-15,1004.3,1005.0,36.1,24.5,51,1.3,310,5.7,360,0.0,0.0,1.0,1.88,N/A,5,4.0
2011-07-24-16,1004.1,1004.8,33.9,24.0,56,2.2,320,6.7,330,0.0,0.0,0.9,1.73,N/A,3,4.0
2011-07-24-17,1004.0,1004.7,33.1,24.2,60,0.9,330,7.3,340,0.0,0.0,0.8,1.04,15.0,1,4.0
2011-07-24-18,1004.3,1005.0,32.2,23.5,60,0.5,310,7.5,290,0.0,0.0,0.9,0.41,N/A,0,N/A
2011-07-24-19,1005.4,1006.1,31.5,23.9,64,1.0,330,7.1,340,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-24-20,1006.9,1007.6,31.0,22.9,62,2.4,300,5.5,300,0.0,0.0,N/A,0.00,15.0,0,9.0
2011-07-24-21,1007.6,1008.3,30.6,23.0,64,0.3,V,5.7,310,0.0,0.0,N/A,0.00,15.0,0,8.0
2011-07-24-22,1007.1,1007.8,30.7,22.3,61,0.3,V,3.5,300,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-24-23,1006.7,1007.4,30.4,22.2,62,0.0,0,2.2,270,0.0,0.0,N/A,0.00,15.0,0,4.0
2011-07-24-24,1007.0,1007.7,30.1,22.6,64,1.2,10,2.6,360,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-25-01,1006.6,1007.3,29.8,22.5,65,0.5,40,2.8,360,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-25-02,1005.6,1006.3,28.8,23.6,74,1.2,150,2.5,140,0.0,0.0,N/A,0.00,12.0,0,8.0
2011-07-25-03,1005.2,1005.9,28.6,23.5,74,0.7,150,3.6,170,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-25-04,1005.5,1006.2,28.5,23.6,75,0.8,180,3.0,170,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-25-05,1005.9,1006.6,28.2,23.6,76,1.1,200,3.5,180,0.0,0.0,N/A,0.00,10.0,0,5.0
2011-07-25-06,1006.7,1007.4,28.2,23.7,77,0.8,130,2.9,160,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-25-07,1007.3,1008.0,28.7,24.5,78,0.7,140,2.7,180,0.0,0.0,0.1,0.26,N/A,0,N/A
2011-07-25-08,1007.5,1008.2,29.7,25.2,77,1.0,160,2.7,180,0.0,0.0,0.4,0.74,10.0,1,6.0
2011-07-25-09,1007.7,1008.4,31.2,25.2,71,0.9,130,3.6,190,0.0,0.0,0.5,1.24,10.0,2,9.0
2011-07-25-10,1007.6,1008.3,33.1,25.4,64,0.7,210,3.4,290,0.0,0.0,0.7,1.70,N/A,4,7.0
2011-07-25-11,1007.2,1007.9,33.3,25.2,63,0.2,0,3.6,280,0.0,0.0,0.4,1.70,10.0,4,9.0
2011-07-25-12,1006.9,1007.6,33.7,25.8,63,0.6,330,5.1,340,0.0,0.0,0.3,1.22,N/A,4,9.0
2011-07-25-13,1006.5,1007.2,33.6,26.5,67,1.3,340,5.8,350,0.0,0.0,0.6,1.71,N/A,4,9.0
2011-07-25-14,1006.5,1007.2,30.9,24.2,68,2.1,80,7.3,90,0.0,0.0,0.0,0.72,10.0,2,10.0
2011-07-25-15,1006.2,1006.9,30.6,25.7,75,1.7,80,7.3,80,2.0,0.5,0.0,0.56,N/A,2,10.0
2011-07-25-16,1005.2,1005.9,31.7,26.4,74,0.1,0,4.8,70,0.0,0.0,0.1,0.53,N/A,1,10.0
2011-07-25-17,1005.5,1006.2,31.5,26.2,74,0.9,260,2.9,270,0.0,0.0,0.2,0.70,8.0,0,9.0
2011-07-25-18,1006.1,1006.8,30.6,25.7,75,0.5,340,4.3,340,0.0,0.0,0.0,0.21,N/A,0,N/A
2011-07-25-19,1007.5,1008.2,27.6,24.5,83,1.3,60,5.8,110,10.0,0.9,0.0,0.00,N/A,0,N/A
2011-07-25-20,1007.7,1008.4,27.6,25.4,88,0.7,210,2.8,280,4.0,0.5,N/A,0.00,8.0,0,10.0
2011-07-25-21,1007.9,1008.6,27.6,25.5,88,1.2,130,2.4,190,0.0,0.0,N/A,0.00,8.0,0,8.0
2011-07-25-22,1007.9,1008.6,27.5,25.7,90,0.0,0,1.8,120,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-25-23,1007.3,1008.0,27.5,25.7,90,0.5,210,2.3,220,0.0,0.0,N/A,0.00,8.0,0,8.0
2011-07-25-24,1007.1,1007.8,27.4,25.3,88,0.9,180,2.4,230,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-26-01,1006.7,1007.4,27.1,25.3,90,0.4,230,2.4,220,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-26-02,1006.5,1007.2,27.2,25.2,89,0.8,150,2.4,100,0.0,0.0,N/A,0.00,6.0,0,6.0
2011-07-26-03,1006.9,1007.6,27.2,25.2,89,0.8,150,1.8,180,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-26-04,1007.3,1008.0,27.0,24.6,87,0.8,170,3.0,170,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-26-05,1007.7,1008.4,27.3,24.7,86,0.7,150,2.8,190,0.0,0.0,N/A,0.00,6.0,0,10.0
2011-07-26-06,1008.1,1008.8,27.4,25.1,87,0.5,190,2.3,150,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-26-07,1008.8,1009.5,28.3,25.5,85,0.7,220,2.2,150,0.0,0.0,0.0,0.29,N/A,0,N/A
2011-07-26-08,1009.1,1009.8,29.3,26.8,86,0.5,220,2.3,230,0.0,0.0,0.3,0.71,6.0,1,9.0
2011-07-26-09,1009.4,1010.1,31.0,27.4,81,1.0,180,2.5,180,0.0,0.0,0.2,0.97,8.0,2,8.0
2011-07-26-10,1009.2,1009.9,31.2,26.0,74,0.4,230,3.4,290,0.0,0.0,0.4,1.63,N/A,4,9.0
2011-07-26-11,1008.9,1009.6,31.8,26.4,73,0.4,290,3.8,290,0.1,0.2,0.1,1.01,6.0,3,9.0
2011-07-26-12,1008.5,1009.2,31.7,25.9,71,0.8,10,5.8,340,0.0,0.0,0.4,1.54,N/A,5,8.0
2011-07-26-13,1008.0,1008.7,31.2,25.2,71,0.5,350,5.4,350,T,0.1,0.1,1.01,N/A,3,10.0
2011-07-26-14,1008.2,1008.9,26.4,23.3,83,1.5,150,7.0,80,23.8,1.0,0.0,0.00,3.0,0,10.0
2011-07-26-15,1008.2,1008.9,26.6,23.9,85,3.8,180,6.8,180,4.5,1.0,0.0,0.00,N/A,0,10.0
2011-07-26-16,1008.0,1008.7,26.3,23.7,86,2.2,170,5.1,190,T,0.1,0.0,0.09,N/A,1,8.0
2011-07-26-17,1007.1,1007.8,26.9,23.8,83,0.6,210,3.7,180,0.0,0.0,0.0,0.21,20.0,1,7.0
2011-07-26-18,1007.0,1007.7,27.0,23.7,82,0.9,210,2.1,120,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-26-19,1007.6,1008.3,26.9,24.0,84,0.7,190,2.0,200,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-26-20,1007.7,1008.4,27.1,24.0,83,1.1,210,2.1,210,0.0,0.0,N/A,0.00,15.0,0,2.0
2011-07-26-21,1007.5,1008.2,27.6,24.3,82,2.0,120,3.0,90,0.0,0.0,N/A,0.00,15.0,0,2.0
2011-07-26-22,1007.3,1008.0,28.7,24.3,77,3.1,110,5.6,90,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-26-23,1007.5,1008.2,28.7,24.0,76,2.8,130,6.3,90,0.0,0.0,N/A,0.00,16.0,0,2.0
2011-07-26-24,1007.5,1008.2,28.1,23.9,78,1.8,150,4.7,100,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-27-01,1007.1,1007.8,28.3,23.7,76,2.3,100,4.6,110,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-27-02,1007.2,1007.9,27.0,23.4,81,1.2,190,3.6,80,0.0,0.0,N/A,0.00,16.0,0,2.0
2011-07-27-03,1006.7,1007.4,27.1,23.1,79,0.5,170,4.7,140,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-27-04,1007.0,1007.7,27.1,22.5,76,1.8,160,4.4,130,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-27-05,1007.5,1008.2,25.9,22.4,81,0.4,160,2.9,160,0.0,0.0,N/A,0.00,18.0,0,2.0
2011-07-27-06,1007.7,1008.4,26.5,22.6,79,1.1,180,2.5,190,0.0,0.0,0.3,0.34,N/A,0,N/A
2011-07-27-07,1007.3,1008.0,28.2,24.4,80,0.7,110,3.3,150,0.0,0.0,0.7,0.60,N/A,0,N/A
2011-07-27-08,1007.0,1007.7,30.3,25.1,74,3.5,110,6.2,80,0.0,0.0,1.0,1.24,20.0,2,2.0
2011-07-27-09,1007.4,1008.1,32.4,24.8,64,2.5,140,8.4,100,0.0,0.0,1.0,1.92,20.0,4,2.0
2011-07-27-10,1007.2,1007.9,33.0,24.4,61,3.7,110,7.9,130,0.0,0.0,1.0,2.62,N/A,6,2.0
2011-07-27-11,1007.2,1007.9,33.5,24.0,58,3.5,120,10.1,120,0.0,0.0,1.0,3.00,20.0,8,2.0
2011-07-27-12,1006.8,1007.5,34.1,23.8,55,4.3,130,10.6,140,0.0,0.0,1.0,3.00,N/A,10,2.0
2011-07-27-13,1006.2,1006.9,33.9,23.9,56,5.6,120,13.1,100,0.0,0.0,1.0,2.71,N/A,10,3.0
2011-07-27-14,1005.4,1006.1,34.1,24.9,59,4.3,130,12.3,120,0.0,0.0,1.0,2.40,20.0,9,4.0
2011-07-27-15,1004.8,1005.5,33.4,24.3,59,4.7,120,11.8,90,0.0,0.0,1.0,2.40,N/A,6,3.0
2011-07-27-16,1004.9,1005.6,32.9,23.7,59,5.5,120,12.4,100,0.0,0.0,1.0,2.06,N/A,4,3.0
2011-07-27-17,1004.7,1005.4,31.8,22.5,58,5.5,120,14.8,90,0.0,0.0,0.8,1.31,20.0,2,6.0
2011-07-27-18,1004.7,1005.4,31.1,22.1,59,7.0,120,12.2,90,0.0,0.0,1.0,0.49,N/A,0,N/A
2011-07-27-19,1005.5,1006.2,30.3,22.3,62,4.6,110,11.3,110,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-27-20,1005.7,1006.4,30.2,22.2,62,4.8,120,11.6,110,0.0,0.0,N/A,0.00,20.0,0,1.0
2011-07-27-21,1006.1,1006.8,30.2,22.0,62,5.6,120,12.7,110,0.0,0.0,N/A,0.00,20.0,0,1.0
2011-07-27-22,1006.2,1006.9,30.2,21.9,61,6.6,110,13.6,100,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-27-23,1005.6,1006.3,30.0,22.1,63,6.0,120,16.5,90,0.0,0.0,N/A,0.00,20.0,0,1.0
2011-07-27-24,1005.0,1005.7,29.8,21.9,63,7.3,110,17.5,90,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-28-01,1004.7,1005.4,29.6,22.3,65,5.0,110,17.4,90,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-28-02,1004.6,1005.3,29.3,22.3,66,2.3,130,11.4,110,0.0,0.0,N/A,0.00,20.0,0,1.0
2011-07-28-03,1003.9,1004.6,29.5,21.9,64,1.6,110,10.3,80,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-28-04,1003.9,1004.6,29.5,21.9,64,1.8,100,9.7,90,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-28-05,1004.4,1005.1,29.1,21.4,63,0.1,0,3.6,220,0.0,0.0,N/A,0.00,20.0,0,1.0
2011-07-28-06,1004.8,1005.5,28.8,21.7,66,1.4,100,2.5,150,0.0,0.0,0.3,0.12,N/A,0,N/A
2011-07-28-07,1005.1,1005.8,30.5,22.7,63,2.9,100,6.1,100,0.0,0.0,0.7,0.59,N/A,0,N/A
2011-07-28-08,1004.9,1005.6,31.8,23.6,62,2.0,130,6.6,120,0.0,0.0,1.0,1.29,20.0,2,2.0
2011-07-28-09,1005.0,1005.7,32.3,23.4,59,5.3,110,10.4,90,0.0,0.0,1.0,1.99,20.0,4,2.0
2011-07-28-10,1005.1,1005.8,33.3,23.9,58,4.9,100,8.6,80,0.0,0.0,1.0,2.60,N/A,7,2.0
2011-07-28-11,1004.7,1005.4,34.6,24.1,55,4.0,110,9.5,130,0.0,0.0,1.0,2.57,20.0,9,2.0
2011-07-28-12,1004.4,1005.1,35.1,24.9,56,3.7,100,9.2,90,0.0,0.0,1.0,2.71,N/A,10,2.0
2011-07-28-13,1004.3,1005.0,34.4,24.2,56,4.6,110,10.3,90,0.0,0.0,1.0,2.78,N/A,10,4.0
2011-07-28-14,1003.8,1004.5,34.5,24.4,56,4.7,110,9.9,70,0.0,0.0,1.0,2.40,20.0,8,2.0
2011-07-28-15,1003.5,1004.2,34.4,24.1,55,4.8,120,10.4,110,0.0,0.0,1.0,2.40,N/A,6,4.0
2011-07-28-16,1003.6,1004.3,33.0,23.8,59,6.0,120,11.3,100,0.0,0.0,1.0,2.00,N/A,4,4.0
2011-07-28-17,1003.5,1004.2,32.0,22.6,58,5.2,130,12.2,110,0.0,0.0,0.8,1.26,20.0,2,4.0
2011-07-28-18,1003.8,1004.5,31.5,22.6,59,4.3,120,11.7,90,0.0,0.0,1.0,0.39,N/A,0,N/A
2011-07-28-19,1004.6,1005.3,30.8,23.0,63,5.5,120,12.7,90,0.0,0.0,0.1,0.06,N/A,0,N/A
2011-07-28-20,1005.1,1005.8,30.4,22.8,64,3.5,120,12.6,90,0.0,0.0,N/A,0.00,20.0,0,3.0
2011-07-28-21,1005.5,1006.2,30.3,22.9,65,4.5,120,13.4,90,0.0,0.0,N/A,0.00,20.0,0,1.0
2011-07-28-22,1006.1,1006.8,30.4,23.0,65,4.5,120,11.8,90,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-28-23,1005.8,1006.5,30.2,23.0,65,3.1,100,9.4,110,0.0,0.0,N/A,0.00,18.0,0,2.0
2011-07-28-24,1005.5,1006.2,29.7,22.8,67,2.9,110,7.4,100,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-29-01,1005.1,1005.8,29.5,22.8,67,2.0,110,6.5,80,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-29-02,1004.8,1005.5,29.5,22.6,66,0.9,130,4.0,100,0.0,0.0,N/A,0.00,15.0,0,3.0
2011-07-29-03,1004.5,1005.2,29.2,22.7,68,0.7,130,1.9,120,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-29-04,1004.6,1005.3,29.1,22.6,68,1.1,140,2.3,100,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-29-05,1004.6,1005.3,28.5,22.7,71,0.3,150,3.4,140,0.0,0.0,N/A,0.00,15.0,0,2.0
2011-07-29-06,1005.1,1005.8,28.3,22.9,73,1.4,180,2.6,180,0.0,0.0,0.3,0.20,N/A,0,N/A
2011-07-29-07,1005.4,1006.1,29.0,23.6,73,0.9,220,2.4,180,0.0,0.0,0.5,0.40,N/A,0,N/A
2011-07-29-08,1005.1,1005.8,30.8,25.1,72,0.9,130,3.3,90,0.0,0.0,1.0,1.16,20.0,1,1.0
2011-07-29-09,1004.9,1005.6,32.5,25.2,66,0.7,100,3.2,100,0.0,0.0,1.0,1.92,20.0,4,1.0
2011-07-29-10,1004.7,1005.4,33.8,24.8,59,1.9,170,3.7,110,0.0,0.0,1.0,2.41,N/A,6,2.0
2011-07-29-11,1004.6,1005.3,33.7,24.6,59,3.1,150,5.4,120,0.0,0.0,0.5,1.44,20.0,6,6.0
2011-07-29-12,1004.6,1005.3,33.3,24.0,58,1.1,140,5.6,120,0.0,0.0,0.4,1.58,N/A,6,6.0
2011-07-29-13,1004.2,1004.9,34.3,25.0,59,0.9,340,6.4,360,0.0,0.0,0.2,1.13,N/A,4,5.0
2011-07-29-14,1003.4,1004.1,34.9,26.0,60,2.6,340,7.6,340,0.0,0.0,0.9,2.44,12.0,7,5.0
2011-07-29-15,1003.6,1004.3,29.1,23.8,73,5.0,180,10.9,170,0.6,0.5,0.8,1.87,N/A,4,9.0
2011-07-29-16,1003.5,1004.2,29.0,26.3,85,0.1,0,6.1,240,10.0,1.0,0.0,0.38,N/A,1,8.0
2011-07-29-17,1003.6,1004.3,30.1,26.3,80,0.6,230,2.2,290,0.0,0.0,0.0,0.60,10.0,1,6.0
2011-07-29-18,1003.7,1004.4,30.0,25.8,78,1.3,180,3.3,180,0.0,0.0,0.7,0.36,N/A,0,N/A
2011-07-29-19,1004.5,1005.2,30.0,25.0,75,1.1,210,3.1,170,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-29-20,1005.7,1006.4,30.2,25.6,76,1.8,220,3.4,220,0.0,0.0,N/A,0.00,12.0,0,9.0
2011-07-29-21,1006.5,1007.2,30.0,24.9,74,1.2,180,3.0,220,0.0,0.0,N/A,0.00,12.0,0,9.0
2011-07-29-22,1007.0,1007.7,29.7,25.3,77,1.3,210,2.7,180,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-29-23,1006.7,1007.4,29.4,25.2,78,0.8,190,3.2,190,0.0,0.0,N/A,0.00,12.0,0,9.0
2011-07-29-24,1005.9,1006.6,29.3,24.5,75,0.4,190,2.0,170,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-30-01,1005.4,1006.1,28.6,24.0,76,1.3,170,3.0,170,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-30-02,1005.3,1006.0,28.0,23.6,77,2.0,180,3.6,170,0.0,0.0,N/A,0.00,12.0,0,8.0
2011-07-30-03,1005.3,1006.0,27.6,23.4,78,1.8,160,5.5,160,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-30-04,1005.0,1005.7,27.3,23.4,79,0.6,210,5.2,190,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-30-05,1005.1,1005.8,27.3,23.4,79,0.3,150,3.1,180,0.0,0.0,N/A,0.00,12.0,0,8.0
2011-07-30-06,1005.1,1005.8,27.2,23.5,80,2.0,180,3.5,170,0.0,0.0,0.1,0.01,N/A,0,N/A
2011-07-30-07,1005.3,1006.0,27.9,24.0,79,0.8,220,3.3,180,0.0,0.0,0.7,0.45,N/A,0,N/A
2011-07-30-08,1005.4,1006.1,29.4,25.5,80,0.4,210,2.0,200,0.0,0.0,1.0,1.06,10.0,1,1.0
2011-07-30-09,1005.0,1005.7,31.2,26.2,75,0.8,150,2.0,210,0.0,0.0,1.0,1.79,10.0,3,4.0
2011-07-30-10,1004.6,1005.3,31.4,25.1,69,0.3,310,3.5,280,0.0,0.0,0.3,1.20,N/A,3,8.0
2011-07-30-11,1004.3,1005.0,33.6,26.0,65,0.9,350,4.0,50,0.0,0.0,0.7,1.98,10.0,6,6.0
2011-07-30-12,1003.6,1004.3,33.0,25.4,64,0.6,350,5.4,350,0.0,0.0,0.5,1.81,N/A,6,6.0
2011-07-30-13,1003.3,1004.0,33.9,25.4,61,0.3,350,5.5,40,0.0,0.0,0.2,1.32,N/A,5,7.0
2011-07-30-14,1002.8,1003.5,33.0,25.5,65,1.0,90,6.4,80,0.0,0.0,0.1,1.00,12.0,4,6.0
2011-07-30-15,1002.5,1003.2,32.2,24.7,65,1.5,60,6.9,90,0.0,0.0,0.1,0.91,N/A,3,8.0
2011-07-30-16,1002.1,1002.8,32.1,24.4,64,1.6,110,5.1,120,0.0,0.0,0.0,0.38,N/A,1,9.0
2011-07-30-17,1001.8,1002.5,32.1,23.9,62,2.9,110,5.7,110,0.0,0.0,0.0,0.00,18.0,0,8.0
2011-07-30-18,1002.5,1003.2,32.0,23.4,61,1.5,160,7.1,70,0.0,0.0,0.6,0.24,N/A,0,N/A
2011-07-30-19,1003.4,1004.1,31.0,24.3,68,0.9,V,5.9,170,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-30-20,1004.0,1004.7,30.2,23.8,69,2.0,220,4.1,220,0.0,0.0,N/A,0.00,15.0,0,8.0
2011-07-30-21,1004.6,1005.3,29.9,24.2,72,0.9,240,4.2,280,0.0,0.0,N/A,0.00,15.0,0,6.0
2011-07-30-22,1005.2,1005.9,29.8,24.0,71,1.5,200,3.1,290,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-30-23,1005.2,1005.9,29.2,23.3,71,2.9,170,4.5,180,0.0,0.0,N/A,0.00,15.0,0,8.0
2011-07-30-24,1004.9,1005.6,28.7,23.1,72,2.0,170,4.2,180,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-31-01,1004.5,1005.2,28.2,23.1,74,2.0,180,4.3,170,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-31-02,1004.4,1005.1,28.1,23.1,74,2.2,170,4.1,170,0.0,0.0,N/A,0.00,12.0,0,4.0
2011-07-31-03,1004.3,1005.0,27.8,23.0,75,1.8,170,3.9,160,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-31-04,1004.3,1005.0,27.6,23.0,76,1.5,170,3.5,180,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-31-05,1004.1,1004.8,27.2,22.7,76,2.5,170,4.1,160,0.0,0.0,N/A,0.00,10.0,0,6.0
2011-07-31-06,1004.4,1005.1,27.2,22.7,76,2.6,170,3.8,170,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-31-07,1004.3,1005.0,27.7,23.6,78,1.8,150,3.6,190,0.0,0.0,0.5,0.42,N/A,0,N/A
2011-07-31-08,1004.2,1004.9,29.6,25.2,77,0.2,0,3.8,170,0.0,0.0,1.0,1.07,13.0,1,1.0
2011-07-31-09,1004.1,1004.8,32.4,26.4,71,0.7,10,3.5,40,0.0,0.0,1.0,1.84,12.0,3,1.0
2011-07-31-10,1004.0,1004.7,33.3,25.9,65,2.1,40,4.6,10,0.0,0.0,0.9,2.27,N/A,5,5.0
2011-07-31-11,1003.5,1004.2,33.8,25.5,62,1.5,60,5.5,100,0.0,0.0,0.8,2.30,15.0,7,6.0
2011-07-31-12,1003.3,1004.0,32.9,25.5,65,0.6,320,5.3,300,0.0,0.0,0.3,1.32,N/A,5,4.0
2011-07-31-13,1002.7,1003.4,34.5,25.7,60,0.8,340,5.2,340,0.0,0.0,0.7,2.01,N/A,7,4.0
2011-07-31-14,1002.2,1002.9,34.7,25.9,60,2.1,70,7.0,80,0.0,0.0,0.6,1.74,25.0,6,4.0
2011-07-31-15,1002.0,1002.7,33.8,25.7,63,1.8,30,7.7,80,0.0,0.0,0.7,1.64,N/A,5,5.0
2011-07-31-16,1001.4,1002.1,32.9,25.6,66,0.6,20,3.7,290,0.0,0.0,0.2,0.78,N/A,1,7.0
2011-07-31-17,1001.3,1002.0,32.7,24.8,63,1.8,180,4.1,350,0.0,0.0,0.0,0.24,15.0,1,7.0
2011-07-31-18,1001.9,1002.6,32.2,23.5,60,3.1,130,5.3,120,0.0,0.0,0.2,0.12,N/A,0,N/A
2011-07-31-19,1003.0,1003.7,30.9,22.6,61,2.8,120,6.2,90,0.0,0.0,0.0,0.00,N/A,0,N/A
2011-07-31-20,1003.6,1004.3,30.4,21.9,61,1.6,140,6.0,160,0.0,0.0,N/A,0.00,20.0,0,4.0
2011-07-31-21,1004.4,1005.1,29.7,21.8,63,1.2,120,3.5,160,0.0,0.0,N/A,0.00,20.0,0,3.0
2011-07-31-22,1004.8,1005.5,29.5,22.2,65,0.9,180,3.6,180,0.0,0.0,N/A,0.00,N/A,0,N/A
2011-07-31-23,1005.0,1005.7,29.1,22.2,66,1.0,150,3.4,160,0.0,0.0,N/A,0.00,20.0,0,3.0
